,record_name,Q1,R1,S1,ST_average_value1,ST-change1,T1,Q2,R2,S2,ST_average_value2,ST-change2,T2,Q3,R3,S3,ST_average_value3,ST-change3,T3,Q4,R4,S4,ST_average_value4,ST-change4,T4,Q5,R5,S5,ST_average_value5,ST-change5,T5,Q6,R6,S6,ST_average_value6,ST-change6,T6,Q7,R7,S7,ST_average_value7,ST-change7,T7,Q8,R8,S8,ST_average_value8,ST-change8,T8,Q9,R9,S9,ST_average_value9,ST-change9,T9,Q10,R10,S10,ST_average_value10,ST-change10,T10,Q11,R11,S11,ST_average_value11,ST-change11,T11,Q12,R12,S12,ST_average_value12,ST-change12,T12
0,00669_hr,-0.11851963268443816,0.9764870254481581,-0.07577135541956802,-0.042393120605595795,0.07737883968547567,0.1703308634982467,-0.08932565591462747,0.6242785251499791,-0.121594207770656,-0.03763840138839164,0.09748901308140623,0.13710697499938113,0.00023801521655026164,0.08351009798579961,-0.3653671461718743,0.0,0.0,0.020510027154669323,-0.7177560660206644,0.08487976360543285,-0.21105560564987647,0.0,0.0,0.08046804729094875,-0.09002577110773409,0.6671695910975265,-0.046480084069380014,-0.02607005628223852,0.04817381123415355,0.10200254840887248,-0.04156987829453504,0.1531534328320842,-0.1253580762606283,-0.014924890149449616,0.09344428781502064,0.052903610611342584,-0.015410465873495345,0.10779997922170441,-1.04253844847215,0.0,0.0,0.09742335406930792,-0.08794198696356526,0.12285024488667978,-0.5596858940846995,0.03462153943757564,0.5612292462644554,0.34596926662822064,-0.0955432908874061,0.3940484957018102,-0.3755145685533517,-0.0012000376941959203,0.3331070744043186,0.2796695354185262,-0.0973788153354229,1.1941212617613575,-0.23519194906713067,-0.056092305630629676,0.18435555841761642,0.2133029930865081,-0.10703651310246842,1.2506541491523202,-0.15286972370051313,-0.06356852963801078,0.11711294002960006,0.17146526475977902,-0.09840823481976227,1.0581221253363564,-0.08958479508560312,-0.049355919526585974,0.07814044309530219,0.12167602350107136
1,00209_hr,-0.055645213532672023,0.20628734996072778,-0.22859632893003484,-0.009820956058733598,0.1951955389763859,0.06357782205282861,-0.10727126980720485,0.5788361479545574,-0.06820302025441034,-0.018106086441959487,0.023948416317704047,0.08425575620525791,-0.07593236746275803,0.4794611534504161,-0.044523986530781504,-0.03311266172416934,0.027628752465044225,0.015364148100794936,-0.3997550417405411,0.11857545255735552,-0.06431284703454096,0.0027393778708062885,0.0017066501713260745,0.008952847801204776,-0.0075300537859327886,0.047821911011332534,-0.293480645037178,-0.003699097862307647,0.24369445219589164,0.04492802554827629,-0.0845957666424589,0.5129420142707783,-0.032660554636950515,-0.03374111212482989,0.011218760530703314,0.05682455255378745,-0.020457444121372192,0.07904567325426691,-0.4229048517232532,0.0,0.0,0.04489873872827315,-0.08778526576060036,0.14945441979582855,-1.2386558771806364,-0.02844709498338576,1.2553882217362113,0.5058088739369925,-0.08303067637165884,0.33063999593178794,-0.6728117024477008,0.05481903462135521,0.6657828468387534,0.35621614532561174,0.0,1.5517008040016318,-0.29636011480375446,-0.006512694430370533,0.2003822692445556,0.07717925211012931,-0.0915497503895502,1.2707349339647014,-0.19949833690199703,-0.02128543304607844,0.1222425889741426,0.038148620543694986,-0.09631743149831432,0.7864337665936627,-0.1267763979116536,-0.01647657685742168,0.10219615922831976,0.1563748565800757
2,00777_hr,-0.07172958494903448,0.42623808580845723,-0.07231493036659355,-0.020294817542587985,0.107786315026743,0.171889266874845,-0.06317913593948685,0.6586526444465761,-0.09008707742162832,-0.05180163197225309,0.09038391351936205,0.1414151825332915,-0.021992637959363587,0.24763036854798023,-0.0427853882306495,-0.02760903077645443,0.00037523605898676354,-0.016029215864156884,-0.18079459877255494,0.09412214060081876,-0.4485099391425041,-0.01284546595272481,0.29803274300181437,0.074688588949869,-0.042083274372154235,0.11034828509949647,-0.0358499614998665,-0.0012040626059197307,0.06066540954844145,0.07600917008835768,-0.031423944511483747,0.44911187554279386,-0.061781820272596336,-0.06023407099324724,0.0358715708480544,0.006734590644230196,0.00395337623808343,0.09583803242010697,-0.6598360438219883,-0.04299128475485574,0.6160454562688267,0.06402572643670108,-0.059253117106445694,0.1642459928927404,-1.0962730247729984,-0.036426604557693004,1.0505534189704222,0.33080792410670007,-0.08704690579961319,0.2990181531556813,-0.34903083198841867,-0.026482984860957615,0.31570386101433145,0.1860839088812443,-0.08286255051589149,0.8370200982125088,-0.24669325511747883,-0.05016874377188681,0.23304013462148912,0.21355002984164467,-0.12599508035911974,1.219098867000407,-0.14461071455111854,-0.06735128380655739,0.14640962657146447,0.2309663500665818,-0.10950555755712812,0.9997467770262954,-0.09755415102044794,-0.05845991115265344,0.09514323476243286,0.19719379055921174
3,01394_hr,-0.04821967527675652,0.5410082053303565,-0.08218131610982209,-0.04903783707982469,0.01458327340238317,-0.04869738522742095,-0.034299567367857296,0.7251743891656097,-0.2375141760365142,0.0,0.0,-0.05257164998118835,0.005019669832367389,0.19873361621044258,-0.06157994657980417,-0.006865181141307811,0.012990713964107996,0.021492769083674635,-0.14493395126088332,0.04547372373108411,-0.5226503522079693,0.02889461778110527,0.47853747721611445,0.1350745454241972,-0.03564724811672495,0.18706951147492656,-0.0432292208048164,-0.017051400421704152,0.041345577642495024,0.042360560740184704,-0.012440658288024205,0.4578013726635652,-0.16902923122354035,0.0,0.0,-0.0158334596271606,-0.06891603547829957,0.04041999126571413,-0.7450969896241291,-0.0335002648790426,0.7514190229032877,0.31094189583573595,-0.0937343836732764,0.364443067118074,-1.0461891816243747,-0.05856261794457447,0.947154129881436,0.5899094415687376,-0.09359197441905803,0.3945919639827293,-1.0621762778311785,-0.05862745082020136,0.9539744685853281,0.5857824988677879,-0.079261695214282,1.0569858532944683,-0.5804962947577915,-0.09559789552501491,0.41523164967530846,0.18551331663448253,-0.03700720676299544,1.214007181597334,-0.2880917690516892,0.0,0.0,-0.07120170966805152,-0.0370754957155883,0.9322071942429949,-0.2556409520513506,0.0,0.0,-0.06004491558062073
4,01618_hr,-0.07818186324663805,0.507890336501185,-0.08881971702134349,-0.03156446916934205,0.08485466612769224,0.1491757745502384,-0.13045028502649741,0.6794070185729123,-0.20048556682368296,-0.07481184670291224,0.19725758744645336,0.28244832367920975,-0.06317244043039624,0.1760333245379414,-0.12681171058659846,-0.03299551018082536,0.13754281299881718,0.12495264195355392,-0.583585561905375,0.14544285119787642,-0.21562386737477748,0.0,0.0,0.0,-0.026194505560047775,0.16215091060994247,-0.016249212430943575,0.08232393642893458,0.048711667734634555,0.008826820555404001,-0.0954795097630671,0.4266003074532443,-0.15934266833239405,-0.05946232863866001,0.15383257881664217,0.2085176372218582,-0.02164590890758511,0.09991627108713041,-0.7554835706246081,0.0,0.0,0.09198886739978092,-0.06247531262174382,0.07524266282473623,-0.7600255057502032,-0.01845603145551455,0.6521741775395611,0.24902921795644073,-0.15677144144475638,0.5563165582844277,-0.3852211968021612,-0.06381428501354124,0.3381332321300689,0.5502766588426018,-0.20449337872371917,1.649533977620156,-0.3197616515961275,-0.12912105982563157,0.29205350111825684,0.5680301171665193,-0.15466564807326763,1.484300320161683,-0.24725066994900355,-0.11139542551981343,0.2237359752823063,0.3945650866245975,-0.11405149481093355,1.0112886687447002,-0.15821314763653405,-0.07750337134724745,0.1448029565650807,0.26646439646554704
5,01630_hr,-0.10770301057131557,0.3056424109335231,-0.05580891795988989,-0.0021517605771448852,0.11422643248744592,0.25887311150695,-0.057779972213260485,0.18219997456357614,-0.14802300546659802,-0.0026020204693957675,0.13411283329420381,0.14755502717215055,0.027063492370781136,0.06872196161533828,-0.20083830902356706,0.0,0.0,0.02070893811079031,-0.22960935081561554,0.10251716189828981,-0.20139003060528896,-0.17733134575077267,0.00666972722475935,0.0460084855118173,-0.08132775236958661,0.23879755448530607,-0.027582501054312546,0.006283656933886087,0.07786819700264593,0.1868452882427839,-0.0050432233942436155,0.0814235449990105,-0.13891063253519018,-0.00781805666569471,0.10577932792825905,0.023569858873512397,-0.06268109506540384,0.039896067059682884,-0.43381293441262514,0.030584472394697068,0.3843446556447411,0.15850901170850765,-0.11541107893780414,0.0486062153441581,-0.6086074892904908,0.03512117855940515,0.5916024595311582,0.5539901136857843,-0.17097827173615202,0.33941566608343404,-0.4052062109245513,0.02673219064870853,0.4205901352787562,0.6584364312295125,-0.15474777740288428,0.7679890008458451,-0.24966779946618453,8.765179251849068e-05,0.26827151491005474,0.5135865740210942,-0.12140196581482869,0.7437916038887352,-0.16992078207246483,-0.010022695535112173,0.1846344911473043,0.3784076854182628,-0.08492213913235805,0.49528488393838316,-0.10501250681541774,-0.010278145214435767,0.11419479185571607,0.22683248672745457
6,01651_hr,-0.05575878046449889,0.21176048779657966,-0.1388260364444118,-0.018108170208605605,0.11822297414177647,0.1881649043761181,-0.11733874928573013,0.6481412740799494,-0.09648883215399602,-0.06486502243868375,0.09209168295163161,0.2091076056479347,-0.09665203591354993,0.4655460377136804,-0.09447261490078317,-0.08101755584003094,0.05220817333274869,0.016642284412817374,-0.41614311082343447,0.11386031440202354,-0.18645366315813777,-0.019445811662121698,0.24455907506414684,0.0498010770365963,-0.033777554976289204,0.05451281325346679,-0.1599620356336042,-0.005171484995904684,0.19349328299470567,0.09243633788939976,-0.10317637015006288,0.554097426587385,-0.08260777022050492,-0.05961398767515735,0.05839450067521661,0.12345798573883278,-0.01571855963676892,0.11802070154437598,-0.5614307117515132,0.0,0.0,0.05826625015100539,-0.017699990046938955,0.21136028864972534,-1.3985202647276465,-0.03416055134658597,1.2433960808086895,0.34000861887462164,-0.06978599931761936,0.09005423981247461,-0.7789478526923006,-0.03551397995595386,0.6856880320098955,0.3492107691890272,-0.1456688181700363,1.1677480135328013,-0.3112668984104144,-0.09284644589694292,0.25113164723068143,0.5061490945036258,-0.15202271580521046,1.2106839411420285,-0.2120757032891601,-0.09142033836653597,0.18093329088607024,0.3789090435299813,-0.1456324639047387,1.0070034977493607,-0.11515866191497355,-0.07721805693236285,0.10426621076758691,0.2716437152599834
7,03310_hr,-0.08810350435516741,0.3668077521200977,-0.11606296332480727,-0.07339650601807532,0.05824575918953555,0.004392059887878641,-0.06633663419859082,0.06862603431325727,-0.07972291579278369,-0.03958639047336849,0.03765451530910503,0.03581973785819515,-0.07513195789927032,0.033803921610702295,-0.3489646506772822,-0.02454458766352215,0.30347738094977633,0.08545489816069388,-0.04010348813403322,0.07476793586668044,-0.1876384325958133,-0.02761835180534955,0.17360501889463392,0.08159703292202626,-0.05987700348506107,0.3761683492661004,-0.09400785194080992,-0.06242823361198064,0.02998628640336728,-0.03175177718355483,-0.09970405631195885,0.00034987116172806624,-0.17140552983512503,-0.03480362308523658,0.11213105937022926,0.02946530312301208,-0.027567072795045673,0.08163046313995387,-0.7479904014244827,-0.011301175253264748,0.7091383523385505,0.15210109192959098,-0.05527510296748908,0.07941186670293457,-1.3226395441581993,0.0,0.0,0.0,-0.08431029139367623,0.1572165338838531,-1.0547170586316654,0.0,0.0,0.0,-0.08464069946785724,0.18268070929549024,-0.7920599057975789,-0.1173811967667781,0.5666635581139303,0.32094823118293997,-0.07152788232060851,0.18361765103148614,-0.2879631287636489,-0.053739630711450145,0.21408280377183037,0.024484159349426587,-0.06585455449040321,0.17595835028893617,-0.06677579284233134,-0.03268041359158694,0.06530562785571914,0.04943933987629201
8,02229_hr,-0.08490455909590637,0.4482276250408274,-0.09590804950318542,-0.059282364308952284,0.08936786073360709,0.1933424653217235,-0.07978861580457262,0.6110747742098965,-0.11923251630678504,-0.07883214545386939,0.09429116338689375,0.20070945317973363,-0.015298603042559582,0.18212755328441949,-0.20779468318065458,-0.04966389810040733,0.10188542535675614,0.0012778107776758307,-0.01141122257164963,0.08118593314841133,-0.524603146276301,-0.033396170543226196,0.4483362966486284,0.10056766615827151,-0.04603450337547703,0.22410345463334885,-0.04761493622784043,-0.021815570557524214,0.05607566181333734,0.04751526077809577,-0.043643752238989385,0.39270248517101713,-0.14610935675244105,-0.04956356149799091,0.08868613180121011,0.07762438845048002,-0.086921519530997,0.14101160484925787,-0.6188879909331687,0.007657624125330717,0.45722190482955066,0.09422186636997555,-0.12513972443780227,0.2790696918252872,-0.6660497156165675,-0.042481829228831064,0.5259131457576853,0.5322550020845163,-0.1631588183999097,0.414724301698448,-0.599636739983927,-0.08171562511463369,0.5462862068069305,0.7409347658376271,-0.19899722035562858,0.999372803304583,-0.2040650301050591,-0.1319347029404475,0.23484340458240302,0.8281712197583628,-0.26316319581867226,2.072343143957849,-0.2698237082806829,-0.2046756233405529,0.24194324855771787,0.7515864692834437,-0.1893236482064793,1.5391687836259558,-0.19688057170866033,-0.15277469994107842,0.1532306544635549,0.4477641180801534
9,02462_hr,-0.036586353223467344,0.10445369112913436,-0.09893222780112482,-0.007717128793005731,0.09530635779979478,0.12770938403493987,-0.09725312012415087,0.6604440285958454,-0.22535099421908633,-0.11325765801439826,0.15716735292791367,0.20180209065419402,-0.07681045156918215,0.6037023935716883,-0.17191378720559206,-0.10641187745884387,0.08601894529329727,0.09722950774969676,-0.3684230916248334,0.14654846322750564,-0.16351247919157727,0.0,0.0,0.0,-0.13322903486564522,0.04570404592611537,-0.16119046540438606,0.04327415356063833,0.03721759435515255,0.06158291683716038,-0.08494576318691016,0.6289070878851575,-0.19671886361382904,-0.10923230274581096,0.12162106380357923,0.14653072892160984,-0.00769364409913822,0.09875897380343146,-0.5912029116911754,-0.04140066638881508,0.49201019636853377,0.05161053335779559,-0.030917748405026518,0.22172538140506748,-1.3193339146555727,-0.02533528284914791,1.1156716558342965,0.4126530244438355,-0.07813125918331373,0.8976772745678006,-0.2998352565525597,-0.10480119592503018,0.18940427282850922,0.22826744374088276,-0.07391438192037879,0.843686548948302,-0.23237465562335735,-0.10024711526935731,0.1570269256954425,0.20739045171038134,-0.0755977751066635,0.7165759013463482,-0.15845232625670216,-0.09126723011986425,0.10623692953142744,0.1718861392359455,-0.07279883694419655,0.5859028140692362,-0.11097802509016695,-0.07376806752295219,0.07682082997475075,0.143374593324056
